row ID,MaritalStatus,Gender,EstimatedYearlyIncome,NumberOfContracts,Age,Target,Available401K,CustomerValueSegment,ChurnScore,CallActivity,SentimentRating,Products,WebActivity,Iteration
R16599_Row16599_Row16599_Row16599#4,M,M,90000,0,44,1,1,1,0.1,4,2,Private Investment,0,4
R16615_Row16615_Row16615_Row16615#4,M,F,120000,4,45,1,0,2,0.2,4,3,Private Investment,2,4
R16616_Row16616_Row16616_Row16616#4,S,F,120000,4,44,1,1,2,0.2,5,3,Private Investment,2,4
R16626_Row16626_Row16626_Row16626#4,S,M,90000,1,76,0,0,2,0.5,4,4,Private Investment,0,4
R16630_Row16630_Row16630_Row16630#4,S,M,110000,4,46,0,1,2,0.1,4,4,Private Investment,2,4
R16631_Row16631_Row16631_Row16631#4,S,F,130000,4,46,0,0,2,0.1,5,3,Private Investment,2,4
R16646_Row16646_Row16646_Row16646#4,S,M,130000,2,48,1,1,2,0.2,4,1,Private Investment,3,4
R16655_Row16655_Row16655_Row16655#4,S,F,90000,2,74,0,1,2,0.5,5,4,Private Investment,0,4
R16664_Row16664_Row16664_Row16664#4,M,M,170000,4,50,0,0,2,0,5,1,Private Investment,1,4
R16685_Row16685_Row16685_Row16685#4,M,M,60000,3,46,0,1,1,0.5,4,4,Private Investment,4,4
R16686_Row16686_Row16686_Row16686#4,M,M,60000,3,47,0,0,1,1,4,4,Private Investment,4,4
R16687_Row16687_Row16687_Row16687#4,S,F,60000,2,46,1,1,1,0.5,4,3,Private Investment,2,4
R16688_Row16688_Row16688_Row16688#4,S,M,70000,1,47,0,1,1,0.5,4,0,Private Investment,0,4
R16689_Row16689_Row16689_Row16689#4,S,M,70000,1,47,1,0,1,0.5,4,0,Private Investment,0,4
R16690_Row16690_Row16690_Row16690#4,M,F,90000,0,43,1,1,1,0,4,2,Private Investment,2,4
R16691_Row16691_Row16691_Row16691#4,M,M,90000,0,43,1,1,1,0,4,2,Private Investment,2,4
R16692_Row16692_Row16692_Row16692#4,M,M,90000,0,43,1,1,1,0.1,4,3,Private Investment,3,4
R16693_Row16693_Row16693_Row16693#4,S,M,90000,0,43,1,1,1,0.1,4,4,Private Investment,4,4
R16694_Row16694_Row16694_Row16694#4,M,M,60000,1,48,1,1,1,0.5,4,1,Private Investment,0,4
R16695_Row16695_Row16695_Row16695#4,M,F,60000,1,48,1,1,1,0.5,4,1,Private Investment,0,4
R16696_Row16696_Row16696_Row16696#4,M,M,60000,1,48,1,1,1,0.5,4,1,Private Investment,0,4
R16698_Row16698_Row16698_Row16698#4,M,F,60000,1,49,1,1,1,0.5,3,1,Private Investment,0,4
R16699_Row16699_Row16699_Row16699#4,S,F,60000,1,48,1,1,1,0.5,4,1,Private Investment,0,4
R16703_Row16703_Row16703_Row16703#4,S,F,90000,1,51,0,1,1,0.1,3,1,Private Investment,0,4
R16704_Row16704_Row16704_Row16704#4,S,M,40000,1,76,0,0,1,0.5,4,2,Private Investment,0,4
R16705_Row16705_Row16705_Row16705#4,M,M,80000,4,44,0,1,1,0.1,4,5,Private Investment,5,4
R16706_Row16706_Row16706_Row16706#4,S,F,70000,1,46,1,1,1,0,4,0,Private Investment,0,4
R16707_Row16707_Row16707_Row16707#4,S,F,70000,1,46,1,0,1,0,4,0,Private Investment,0,4
R16708_Row16708_Row16708_Row16708#4,S,F,70000,1,46,0,0,1,0.5,4,0,Private Investment,0,4
R16709_Row16709_Row16709_Row16709#4,S,M,70000,2,47,1,0,1,0.5,4,0,Private Investment,0,4
R16710_Row16710_Row16710_Row16710#4,S,M,70000,2,47,1,0,1,0.5,4,0,Private Investment,0,4
R16711_Row16711_Row16711_Row16711#4,M,F,70000,2,47,1,0,1,0,4,0,Private Investment,0,4
R16723_Row16723_Row16723_Row16723#4,S,F,40000,1,56,1,0,1,0.5,3,2,Private Investment,0,4
R16733_Row16733_Row16733_Row16733#4,S,M,40000,2,72,0,1,1,0.5,3,2,Private Investment,0,4
R16743_Row16743_Row16743_Row16743#4,M,F,40000,2,69,1,1,1,0.5,3,2,Private Investment,0,4
R16745_Row16745_Row16745_Row16745#4,S,M,40000,2,67,1,1,1,0.5,5,2,Private Investment,0,4
R16756_Row16756_Row16756_Row16756#4,S,F,50000,1,45,0,0,2,0,3,3,Private Investment,3,4
R16757_Row16757_Row16757_Row16757#4,M,M,50000,3,45,0,0,2,1,3,3,Private Investment,3,4
R16758_Row16758_Row16758_Row16758#4,M,F,50000,3,45,0,1,2,1,3,3,Private Investment,3,4
R16759_Row16759_Row16759_Row16759#4,S,F,50000,3,45,1,1,2,1,3,3,Private Investment,3,4
R16770_Row16770_Row16770_Row16770#4,S,F,30000,0,43,1,0,3,0,1,1,Private Investment,1,4
R16771_Row16771_Row16771_Row16771#4,S,M,30000,1,43,1,0,3,0.1,2,1,Private Investment,1,4
R16775_Row16775_Row16775_Row16775#4,S,F,40000,0,42,1,1,3,0,1,0,Private Investment,0,4
R16776_Row16776_Row16776_Row16776#4,S,F,30000,1,44,1,0,3,0.2,2,1,Private Investment,1,4
R16777_Row16777_Row16777_Row16777#4,M,M,30000,1,44,1,0,3,0.2,2,1,Private Investment,1,4
R16778_Row16778_Row16778_Row16778#4,M,F,30000,1,43,1,1,3,0.1,3,1,Private Investment,1,4
R16783_Row16783_Row16783_Row16783#4,M,F,30000,2,45,0,1,3,0,1,1,Private Investment,1,4
R16785_Row16785_Row16785_Row16785#4,M,M,30000,1,79,0,0,3,0.2,1,1,Private Investment,0,4
R16787_Row16787_Row16787_Row16787#4,M,M,30000,2,46,0,0,3,0,1,1,Private Investment,1,4
R16795_Row16795_Row16795_Row16795#4,S,F,40000,0,44,1,1,3,0,3,0,Private Investment,0,4
R16796_Row16796_Row16796_Row16796#4,S,M,40000,0,44,1,0,3,0,4,0,Private Investment,0,4
R16797_Row16797_Row16797_Row16797#4,M,M,40000,0,44,1,0,3,0,4,0,Private Investment,0,4
R16798_Row16798_Row16798_Row16798#4,M,M,40000,0,44,1,1,3,0,4,0,Private Investment,0,4
R16809_Row16809_Row16809_Row16809#4,M,F,40000,0,44,1,1,3,0,2,1,Private Investment,0,4
R16810_Row16810_Row16810_Row16810#4,M,F,40000,0,46,1,1,3,0,3,1,Private Investment,0,4
R16811_Row16811_Row16811_Row16811#4,M,M,40000,0,47,1,1,3,0,3,1,Private Investment,0,4
R16817_Row16817_Row16817_Row16817#4,M,F,40000,0,47,1,0,3,0,1,1,Private Investment,0,4
R16818_Row16818_Row16818_Row16818#4,M,F,40000,0,47,1,1,3,0,3,1,Private Investment,0,4
R16819_Row16819_Row16819_Row16819#4,M,F,40000,0,47,1,1,3,0,3,1,Private Investment,0,4
R16820_Row16820_Row16820_Row16820#4,M,M,40000,0,47,1,1,3,0,3,1,Private Investment,0,4
R16821_Row16821_Row16821_Row16821#4,M,M,40000,0,47,1,1,3,0,3,1,Private Investment,0,4
R16823_Row16823_Row16823_Row16823#4,M,F,40000,1,47,1,0,3,0,2,1,Private Investment,0,4
R16839_Row16839_Row16839_Row16839#4,M,F,40000,0,35,1,0,3,0,1,1,Private Investment,1,4
R16842_Row16842_Row16842_Row16842#4,M,F,10000,0,49,0,1,3,0,2,1,Private Investment,0,4
R16849_Row16849_Row16849_Row16849#4,M,M,20000,0,55,0,1,3,0,1,1,Private Investment,0,4
R16850_Row16850_Row16850_Row16850#4,S,M,20000,0,55,0,1,3,0,2,1,Private Investment,0,4
R16851_Row16851_Row16851_Row16851#4,M,F,20000,0,72,0,0,3,0,2,1,Private Investment,0,4
R16852_Row16852_Row16852_Row16852#4,M,M,20000,0,71,1,0,3,0,2,1,Private Investment,0,4
R16853_Row16853_Row16853_Row16853#4,S,F,10000,1,70,0,1,3,0,2,2,Private Investment,0,4
R16856_Row16856_Row16856_Row16856#4,M,F,30000,0,69,1,0,3,0,1,1,Private Investment,0,4
R16863_Row16863_Row16863_Row16863#4,M,F,20000,0,30,1,1,1,0,1,0,Private Investment,0,4
R16864_Row16864_Row16864_Row16864#4,S,M,20000,0,30,1,0,1,0,2,0,Private Investment,0,4
R16872_Row16872_Row16872_Row16872#4,S,M,20000,0,31,1,0,1,0,1,0,Private Investment,0,4
R16873_Row16873_Row16873_Row16873#4,M,F,20000,0,32,1,1,1,0,2,0,Private Investment,0,4
R16874_Row16874_Row16874_Row16874#4,S,M,20000,0,32,1,1,1,0,2,0,Private Investment,0,4
R16877_Row16877_Row16877_Row16877#4,S,F,20000,0,33,1,0,1,0,1,0,Private Investment,0,4
R16896_Row16896_Row16896_Row16896#4,M,M,30000,0,50,1,0,3,0,1,3,Private Investment,0,4
R16897_Row16897_Row16897_Row16897#4,M,F,30000,0,50,1,1,3,0,2,3,Private Investment,0,4
R16898_Row16898_Row16898_Row16898#4,M,F,30000,0,50,1,1,3,0,2,3,Private Investment,0,4
R16899_Row16899_Row16899_Row16899#4,S,F,30000,0,51,1,1,3,0,2,0,Private Investment,0,4
R16900_Row16900_Row16900_Row16900#4,S,F,30000,0,51,1,1,3,0,2,0,Private Investment,0,4
R16910_Row16910_Row16910_Row16910#4,M,M,40000,2,67,1,0,1,0.5,1,2,Private Investment,0,4
R16923_Row16923_Row16923_Row16923#4,S,M,130000,4,52,0,1,3,0.5,4,2,Private Investment,3,4
R16938_Row16938_Row16938_Row16938#4,S,M,130000,4,65,0,0,3,0.5,4,4,Private Investment,4,4
R16948_Row16948_Row16948_Row16948#4,M,M,120000,2,57,1,0,3,1,4,2,Private Investment,5,4
R16949_Row16949_Row16949_Row16949#4,S,M,170000,3,57,1,1,3,0,5,0,Private Investment,5,4
R16958_Row16958_Row16958_Row16958#4,S,M,150000,3,59,0,0,3,1,4,4,Private Investment,5,4
R16968_Row16968_Row16968_Row16968#4,M,M,70000,3,34,0,0,1,1,4,0,Private Investment,0,4
R16969_Row16969_Row16969_Row16969#4,M,M,80000,2,34,1,1,1,1,4,0,Private Investment,0,4
R16970_Row16970_Row16970_Row16970#4,M,M,80000,2,35,0,1,1,1,4,0,Private Investment,0,4
R16971_Row16971_Row16971_Row16971#4,S,F,80000,3,36,0,1,1,1,4,0,Private Investment,0,4
R16972_Row16972_Row16972_Row16972#4,M,M,90000,3,37,0,0,1,1,4,0,Private Investment,0,4
R16975_Row16975_Row16975_Row16975#4,S,M,90000,3,38,0,1,1,1,5,0,Private Investment,0,4
R16976_Row16976_Row16976_Row16976#4,S,F,90000,3,38,0,1,1,1,4,0,Private Investment,0,4
R16978_Row16978_Row16978_Row16978#4,S,F,80000,4,39,0,0,1,1,5,0,Private Investment,0,4
R16979_Row16979_Row16979_Row16979#4,M,M,80000,4,39,0,1,1,1,4,0,Private Investment,0,4
R16980_Row16980_Row16980_Row16980#4,M,F,80000,4,39,0,1,1,1,4,0,Private Investment,0,4
R16981_Row16981_Row16981_Row16981#4,S,F,80000,4,39,0,0,1,1,4,0,Private Investment,0,4
R17004_Row17004_Row17004_Row17004#4,M,F,60000,2,71,0,1,2,1,5,3,Private Investment,0,4
R17006_Row17006_Row17006_Row17006#4,S,M,50000,2,69,0,1,2,0.1,5,3,Private Investment,0,4
R17007_Row17007_Row17007_Row17007#4,M,M,50000,2,69,0,0,2,1,5,3,Private Investment,0,4
R17008_Row17008_Row17008_Row17008#4,S,F,60000,2,68,0,1,2,0.1,5,4,Private Investment,0,4
R17009_Row17009_Row17009_Row17009#4,S,F,50000,2,68,0,0,2,0.1,5,4,Private Investment,0,4
R17010_Row17010_Row17010_Row17010#4,S,M,50000,2,68,0,0,2,1,5,4,Private Investment,0,4
R17011_Row17011_Row17011_Row17011#4,M,M,60000,2,67,0,1,2,1,5,4,Private Investment,0,4
R17012_Row17012_Row17012_Row17012#4,S,M,60000,2,66,0,1,2,0.1,5,4,Private Investment,0,4
R17024_Row17024_Row17024_Row17024#4,M,M,70000,3,64,0,0,2,0.2,4,5,Private Investment,0,4
R17030_Row17030_Row17030_Row17030#4,S,M,70000,1,63,1,1,2,0.2,4,2,Private Investment,1,4
R17031_Row17031_Row17031_Row17031#4,S,F,70000,1,63,1,0,2,0.2,5,2,Private Investment,1,4
R17032_Row17032_Row17032_Row17032#4,M,F,70000,1,62,0,0,2,1,5,2,Private Investment,1,4
R17033_Row17033_Row17033_Row17033#4,S,M,70000,1,63,0,1,2,1,5,2,Private Investment,1,4
R17039_Row17039_Row17039_Row17039#4,S,M,60000,0,62,1,1,2,0.2,4,2,Private Investment,1,4
R17042_Row17042_Row17042_Row17042#4,S,M,60000,0,61,1,0,2,0.2,4,2,Private Investment,1,4
R17043_Row17043_Row17043_Row17043#4,M,F,60000,0,60,0,0,2,1,5,2,Private Investment,1,4
R17044_Row17044_Row17044_Row17044#4,S,M,60000,0,61,1,1,2,0.2,5,2,Private Investment,1,4
R17050_Row17050_Row17050_Row17050#4,M,M,80000,1,60,0,1,2,0.5,4,3,Private Investment,1,4
R17069_Row17069_Row17069_Row17069#4,S,M,80000,1,38,1,0,2,0,4,0,Private Investment,0,4
R17070_Row17070_Row17070_Row17070#4,S,M,80000,1,42,1,0,2,0.1,5,0,Private Investment,0,4
R17071_Row17071_Row17071_Row17071#4,M,M,80000,1,42,1,1,2,0,5,0,Private Investment,0,4
R17072_Row17072_Row17072_Row17072#4,M,F,80000,1,42,1,0,2,0,5,0,Private Investment,0,4
R17073_Row17073_Row17073_Row17073#4,S,F,100000,2,43,0,0,2,0,5,1,Private Investment,0,4
R17074_Row17074_Row17074_Row17074#4,M,M,100000,2,43,0,0,2,0,5,1,Private Investment,0,4
R17077_Row17077_Row17077_Row17077#4,S,F,120000,3,43,0,0,2,0.1,5,0,Private Investment,0,4
R17078_Row17078_Row17078_Row17078#4,S,M,80000,0,47,1,1,2,0.1,5,4,Private Investment,3,4
R17081_Row17081_Row17081_Row17081#4,M,F,100000,3,42,0,0,2,0.1,3,3,Private Investment,0,4
R17082_Row17082_Row17082_Row17082#4,S,M,100000,3,42,0,1,2,0,5,3,Private Investment,0,4
R17101_Row17101_Row17101_Row17101#4,S,M,40000,2,33,0,0,2,0.1,3,0,Private Investment,0,4
R17137_Row17137_Row17137_Row17137#4,S,F,100000,3,52,0,1,1,0,3,1,Private Investment,0,4
R17138_Row17138_Row17138_Row17138#4,S,M,100000,4,51,0,0,1,0,5,1,Private Investment,0,4
R17139_Row17139_Row17139_Row17139#4,M,F,100000,0,52,0,0,1,1,5,1,Private Investment,1,4
R17140_Row17140_Row17140_Row17140#4,S,M,100000,3,51,0,0,1,0.2,5,1,Private Investment,1,4
R17147_Row17147_Row17147_Row17147#4,S,M,60000,3,46,1,0,2,0.5,5,4,Private Investment,4,4
R17148_Row17148_Row17148_Row17148#4,S,M,60000,3,46,1,0,2,0.5,3,4,Private Investment,4,4
R17149_Row17149_Row17149_Row17149#4,M,M,60000,2,46,1,0,2,0.2,3,4,Private Investment,2,4
R17150_Row17150_Row17150_Row17150#4,S,M,60000,2,45,1,1,2,0,3,4,Private Investment,2,4
R17151_Row17151_Row17151_Row17151#4,S,F,40000,1,47,0,0,2,0.2,3,0,Private Investment,0,4
R17152_Row17152_Row17152_Row17152#4,M,M,70000,2,47,1,0,2,0.2,4,4,Private Investment,2,4
R17153_Row17153_Row17153_Row17153#4,S,F,70000,2,47,1,1,2,0.2,4,4,Private Investment,2,4
R17154_Row17154_Row17154_Row17154#4,S,F,70000,1,42,1,1,2,0,4,0,Private Investment,0,4
R17155_Row17155_Row17155_Row17155#4,S,F,70000,1,42,1,0,2,0.2,4,0,Private Investment,0,4
R17156_Row17156_Row17156_Row17156#4,S,F,70000,1,42,1,1,2,0,4,0,Private Investment,0,4
R17157_Row17157_Row17157_Row17157#4,M,M,70000,3,47,0,0,2,0.2,4,4,Private Investment,2,4
R17158_Row17158_Row17158_Row17158#4,S,M,70000,1,48,1,1,2,0.2,4,1,Private Investment,0,4
R17159_Row17159_Row17159_Row17159#4,M,F,70000,1,48,1,1,2,0.2,4,1,Private Investment,0,4
R17160_Row17160_Row17160_Row17160#4,S,F,70000,1,48,1,1,2,0,4,1,Private Investment,0,4
R17161_Row17161_Row17161_Row17161#4,S,F,60000,1,48,1,0,2,0,4,1,Private Investment,0,4
R17187_Row17187_Row17187_Row17187#4,M,M,60000,0,50,0,1,2,0.2,3,4,Private Investment,3,4
R17188_Row17188_Row17188_Row17188#4,S,F,60000,0,51,0,1,2,0.2,4,4,Private Investment,3,4
R17197_Row17197_Row17197_Row17197#4,S,F,60000,1,52,1,1,2,0.2,3,1,Private Investment,0,4
R17198_Row17198_Row17198_Row17198#4,M,M,60000,1,52,1,1,2,0,4,1,Private Investment,0,4
R17199_Row17199_Row17199_Row17199#4,S,F,60000,1,52,1,0,2,0,4,1,Private Investment,0,4
R17200_Row17200_Row17200_Row17200#4,M,F,60000,1,52,1,0,2,0.2,4,1,Private Investment,0,4
R17205_Row17205_Row17205_Row17205#4,M,F,60000,1,42,1,1,1,0,5,2,Private Investment,2,4
R17208_Row17208_Row17208_Row17208#4,S,F,90000,0,40,1,1,1,0,5,2,Private Investment,0,4
R17209_Row17209_Row17209_Row17209#4,M,F,60000,1,41,1,1,1,0.2,4,2,Private Investment,2,4
R17210_Row17210_Row17210_Row17210#4,M,F,60000,1,42,1,1,1,0.2,4,2,Private Investment,2,4
R17211_Row17211_Row17211_Row17211#4,M,M,60000,1,41,1,1,1,0.2,4,2,Private Investment,2,4
R17212_Row17212_Row17212_Row17212#4,M,F,60000,1,42,1,1,1,0.2,4,2,Private Investment,2,4
R17213_Row17213_Row17213_Row17213#4,M,M,70000,3,42,0,1,1,1,4,5,Private Investment,5,4
R17214_Row17214_Row17214_Row17214#4,M,F,70000,3,42,0,0,1,1,4,5,Private Investment,5,4
R17215_Row17215_Row17215_Row17215#4,S,F,60000,1,42,1,1,1,0,4,2,Private Investment,2,4
R17216_Row17216_Row17216_Row17216#4,M,F,70000,3,43,0,0,1,1,4,5,Private Investment,5,4
R17218_Row17218_Row17218_Row17218#4,M,F,70000,4,43,0,1,1,1,5,5,Private Investment,5,4
R17220_Row17220_Row17220_Row17220#4,S,F,80000,4,44,0,1,1,0,5,5,Private Investment,5,4
R17235_Row17235_Row17235_Row17235#4,S,M,120000,4,45,0,1,2,0.1,4,2,Private Investment,2,4
R17236_Row17236_Row17236_Row17236#4,S,F,120000,4,45,0,0,2,0.1,5,2,Private Investment,2,4
R17237_Row17237_Row17237_Row17237#4,M,F,120000,4,45,0,0,2,0.2,5,3,Private Investment,2,4
R17238_Row17238_Row17238_Row17238#4,S,M,120000,4,45,0,1,2,0.1,5,3,Private Investment,2,4
R17243_Row17243_Row17243_Row17243#4,S,M,130000,3,45,1,1,2,0,4,2,Private Investment,2,4
R17244_Row17244_Row17244_Row17244#4,M,F,160000,3,46,1,0,2,0,5,1,Private Investment,1,4
R17252_Row17252_Row17252_Row17252#4,M,F,130000,4,46,0,1,2,0,4,3,Private Investment,2,4
R17253_Row17253_Row17253_Row17253#4,S,M,160000,4,47,0,1,2,0,5,1,Private Investment,1,4
R17258_Row17258_Row17258_Row17258#4,S,F,130000,1,48,0,1,2,0.2,4,1,Private Investment,3,4
R17259_Row17259_Row17259_Row17259#4,M,M,160000,3,47,1,0,2,0,5,1,Private Investment,2,4
R17269_Row17269_Row17269_Row17269#4,S,F,130000,1,49,0,1,2,0.2,4,1,Private Investment,3,4
R17303_Row17303_Row17303_Row17303#4,S,M,60000,2,45,0,1,1,0.5,4,3,Private Investment,3,4
R17304_Row17304_Row17304_Row17304#4,M,F,60000,3,46,0,1,1,1,4,4,Private Investment,4,4
R17305_Row17305_Row17305_Row17305#4,S,F,60000,3,46,0,1,1,1,4,4,Private Investment,4,4
R17306_Row17306_Row17306_Row17306#4,M,F,60000,3,47,0,1,1,0.5,4,5,Private Investment,5,4
R17307_Row17307_Row17307_Row17307#4,M,F,60000,1,47,1,1,1,0.5,4,3,Private Investment,2,4
R17308_Row17308_Row17308_Row17308#4,S,M,60000,2,47,1,1,1,0.5,4,3,Private Investment,2,4
R17309_Row17309_Row17309_Row17309#4,M,F,90000,0,43,1,1,1,0,4,2,Private Investment,2,4
R17313_Row17313_Row17313_Row17313#4,S,M,60000,1,48,1,0,1,0.5,3,1,Private Investment,0,4
R17314_Row17314_Row17314_Row17314#4,S,M,60000,1,47,1,1,1,0.5,4,1,Private Investment,0,4
R17315_Row17315_Row17315_Row17315#4,S,F,60000,1,48,1,1,1,0,4,1,Private Investment,0,4
R17316_Row17316_Row17316_Row17316#4,M,F,60000,1,48,1,0,1,0,4,1,Private Investment,0,4
R17318_Row17318_Row17318_Row17318#4,M,F,60000,1,49,1,0,1,0,3,1,Private Investment,0,4
R17322_Row17322_Row17322_Row17322#4,S,M,70000,1,46,0,0,1,0.5,3,0,Private Investment,0,4
R17323_Row17323_Row17323_Row17323#4,S,M,70000,2,47,1,0,1,0.5,4,0,Private Investment,0,4
R17326_Row17326_Row17326_Row17326#4,S,F,90000,1,51,1,0,1,0.2,3,2,Private Investment,0,4
R17348_Row17348_Row17348_Row17348#4,S,F,40000,2,71,0,0,1,0.5,3,2,Private Investment,0,4
R17349_Row17349_Row17349_Row17349#4,S,F,40000,2,71,0,1,1,0,5,2,Private Investment,0,4
R17351_Row17351_Row17351_Row17351#4,M,M,40000,2,70,1,0,1,0.5,5,2,Private Investment,0,4
R17352_Row17352_Row17352_Row17352#4,S,F,40000,2,67,1,1,1,0,5,2,Private Investment,0,4
R17353_Row17353_Row17353_Row17353#4,S,F,40000,2,67,1,0,1,0,5,2,Private Investment,0,4
R17354_Row17354_Row17354_Row17354#4,S,M,40000,1,45,1,0,2,0,5,0,Private Investment,0,4
R17355_Row17355_Row17355_Row17355#4,S,M,40000,1,45,1,0,2,0.2,4,0,Private Investment,0,4
R17356_Row17356_Row17356_Row17356#4,M,M,50000,1,45,0,1,2,0.2,4,3,Private Investment,3,4
R17357_Row17357_Row17357_Row17357#4,S,F,50000,1,45,0,1,2,0,3,3,Private Investment,3,4
R17358_Row17358_Row17358_Row17358#4,M,M,50000,2,45,0,0,2,0.2,3,3,Private Investment,3,4
R17359_Row17359_Row17359_Row17359#4,M,F,50000,2,45,0,1,2,0.2,3,3,Private Investment,3,4
R17360_Row17360_Row17360_Row17360#4,M,M,50000,2,45,0,1,2,0.2,3,4,Private Investment,4,4
R17370_Row17370_Row17370_Row17370#4,S,M,30000,0,43,1,1,3,0,1,1,Private Investment,1,4
R17371_Row17371_Row17371_Row17371#4,S,F,30000,0,43,1,0,3,0,2,1,Private Investment,1,4
R17372_Row17372_Row17372_Row17372#4,S,M,30000,0,42,1,0,3,0.2,2,1,Private Investment,1,4
R17376_Row17376_Row17376_Row17376#4,S,M,40000,0,43,1,0,3,0,1,0,Private Investment,0,4
R17377_Row17377_Row17377_Row17377#4,M,M,40000,0,43,1,0,3,0,2,0,Private Investment,0,4
R17379_Row17379_Row17379_Row17379#4,M,M,30000,2,44,0,0,3,0,1,1,Private Investment,1,4
R17384_Row17384_Row17384_Row17384#4,M,F,30000,2,45,0,1,3,0,1,1,Private Investment,1,4
R17385_Row17385_Row17385_Row17385#4,M,F,30000,2,45,0,1,3,0,3,1,Private Investment,1,4
R17391_Row17391_Row17391_Row17391#4,M,F,30000,2,46,0,0,3,0,1,1,Private Investment,1,4
R17392_Row17392_Row17392_Row17392#4,M,M,30000,1,77,0,0,3,0.2,3,1,Private Investment,0,4
R17393_Row17393_Row17393_Row17393#4,S,M,40000,0,44,1,1,3,0,3,0,Private Investment,0,4
R17394_Row17394_Row17394_Row17394#4,M,F,40000,0,44,1,1,3,0,4,0,Private Investment,0,4
R17395_Row17395_Row17395_Row17395#4,S,M,40000,0,43,1,0,3,0,4,0,Private Investment,0,4
R17396_Row17396_Row17396_Row17396#4,S,F,40000,0,44,1,0,3,0,4,0,Private Investment,0,4
R17397_Row17397_Row17397_Row17397#4,M,F,40000,0,43,1,1,3,0,4,0,Private Investment,0,4
R17403_Row17403_Row17403_Row17403#4,M,F,40000,0,45,1,0,3,0,2,1,Private Investment,0,4
R17405_Row17405_Row17405_Row17405#4,M,M,40000,0,46,1,1,3,0,2,1,Private Investment,0,4
R17415_Row17415_Row17415_Row17415#4,M,F,40000,0,46,1,0,3,0,2,1,Private Investment,0,4
R17416_Row17416_Row17416_Row17416#4,M,M,40000,0,46,1,1,3,0,3,1,Private Investment,0,4
R17417_Row17417_Row17417_Row17417#4,M,F,40000,0,48,1,1,3,0,3,1,Private Investment,0,4
R17418_Row17418_Row17418_Row17418#4,M,F,40000,0,48,1,1,3,0,3,1,Private Investment,0,4
R17419_Row17419_Row17419_Row17419#4,M,F,40000,1,48,1,1,3,0,3,1,Private Investment,0,4
R17420_Row17420_Row17420_Row17420#4,M,F,40000,1,48,1,1,3,0,3,1,Private Investment,0,4
R17446_Row17446_Row17446_Row17446#4,M,F,40000,0,35,1,0,3,0.1,2,1,Private Investment,1,4
R17450_Row17450_Row17450_Row17450#4,S,M,10000,0,48,0,1,3,0,1,1,Private Investment,0,4
R17452_Row17452_Row17452_Row17452#4,S,F,10000,0,48,0,0,3,0,1,1,Private Investment,0,4
R17453_Row17453_Row17453_Row17453#4,M,F,10000,0,49,0,0,3,0,1,1,Private Investment,0,4
R17454_Row17454_Row17454_Row17454#4,M,F,10000,0,49,0,1,3,0,1,1,Private Investment,0,4
R17455_Row17455_Row17455_Row17455#4,M,M,10000,0,49,0,1,3,0,1,1,Private Investment,0,4
R17460_Row17460_Row17460_Row17460#4,M,M,20000,0,52,0,0,3,0,2,1,Private Investment,0,4
R17465_Row17465_Row17465_Row17465#4,M,F,20000,0,54,0,1,3,0,1,1,Private Investment,0,4
R17466_Row17466_Row17466_Row17466#4,S,M,20000,0,54,0,1,3,0,2,1,Private Investment,0,4
R17472_Row17472_Row17472_Row17472#4,M,F,20000,0,72,1,0,3,0,1,1,Private Investment,0,4
R17473_Row17473_Row17473_Row17473#4,S,M,20000,0,70,0,1,3,0,2,1,Private Investment,0,4
R17474_Row17474_Row17474_Row17474#4,S,M,20000,0,70,1,0,3,0,2,1,Private Investment,0,4
R17477_Row17477_Row17477_Row17477#4,M,M,30000,0,69,1,0,3,0,1,1,Private Investment,0,4
R17484_Row17484_Row17484_Row17484#4,M,M,20000,0,31,1,1,1,0,1,0,Private Investment,0,4
R17485_Row17485_Row17485_Row17485#4,S,F,20000,0,32,1,0,1,0,2,0,Private Investment,0,4
R17486_Row17486_Row17486_Row17486#4,M,F,20000,0,32,1,1,1,0,2,0,Private Investment,0,4
R17487_Row17487_Row17487_Row17487#4,S,M,20000,0,32,1,0,1,0,2,0,Private Investment,0,4
R17507_Row17507_Row17507_Row17507#4,M,F,30000,0,51,1,1,3,0,2,3,Private Investment,0,4
R17508_Row17508_Row17508_Row17508#4,M,F,30000,0,50,1,1,3,0,2,0,Private Investment,0,4
R17509_Row17509_Row17509_Row17509#4,S,F,30000,0,51,1,1,3,0,2,0,Private Investment,0,4
R17510_Row17510_Row17510_Row17510#4,S,M,30000,0,51,1,1,3,0,2,0,Private Investment,0,4
R17516_Row17516_Row17516_Row17516#4,S,M,30000,0,40,1,1,3,0,1,0,Private Investment,0,4
R17518_Row17518_Row17518_Row17518#4,S,F,30000,0,40,1,0,3,0,1,0,Private Investment,0,4
R17519_Row17519_Row17519_Row17519#4,M,M,30000,0,40,1,0,3,0.1,2,1,Private Investment,0,4
R17531_Row17531_Row17531_Row17531#4,S,M,30000,0,41,1,0,3,0,1,1,Private Investment,0,4
R17532_Row17532_Row17532_Row17532#4,M,M,30000,0,41,1,0,3,0.1,2,1,Private Investment,0,4
R17533_Row17533_Row17533_Row17533#4,S,M,60000,1,45,0,1,1,0.5,2,3,Private Investment,3,4
R17534_Row17534_Row17534_Row17534#4,M,F,60000,2,45,1,1,1,0,4,3,Private Investment,3,4
